County,Model Year Category,Make,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Utility,Count
Spokane,2020s,CADILLAC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,3
Spokane,2020s,CHEVROLET,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,3
Douglas,2010s,SUBARU,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUD NO 1 OF DOUGLAS COUNTY,3
Kittitas,2020s,BMW,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF ELLENSBURG - (WA),3
Lewis,2010s,BMW,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),3
Clallam,2020s,CHRYSLER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF PORT ANGELES - (WA),3
Clallam,2020s,HONDA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,3
Clallam,2010s,VOLKSWAGEN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,3
Okanogan,2020s,RIVIAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUD NO 1 OF OKANOGAN COUNTY,3
Spokane,2020s,FISKER,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,3
Spokane,2020s,FORD,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,MODERN ELECTRIC WATER COMPANY,3
Douglas,2010s,CHEVROLET,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUD NO 1 OF DOUGLAS COUNTY,3
Spokane,2020s,HYUNDAI,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,3
Spokane,2020s,HYUNDAI,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,MODERN ELECTRIC WATER COMPANY,3
Spokane,2020s,JAGUAR,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,3
Pierce,2010s,MERCEDES-BENZ,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,3
Cumberland,2020s,TESLA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NON WASHINGTON STATE ELECTRIC UTILITY,3
Clallam,2020s,NISSAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF PORT ANGELES - (WA),3
Clallam,2020s,POLESTAR,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,3
Thurston,2020s,LEXUS,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC,3
Clallam,2020s,KIA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,3
Clallam,2020s,LINCOLN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,3
Okanogan,2020s,TESLA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUD NO 1 OF OKANOGAN COUNTY,3
Okanogan,2020s,VOLVO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,"OKANOGAN COUNTY ELEC COOP, INC",3
Okanogan,2020s,VOLVO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,"OKANOGAN COUNTY ELEC COOP, INC",3
Okanogan,2020s,VOLVO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,"OKANOGAN COUNTY ELEC COOP, INC",3
Lewis,2010s,BMW,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY,3
Spokane,2020s,KIA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,3
Cowlitz,2020s,LEXUS,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,3
Cowlitz,2020s,LINCOLN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,3
Cowlitz,2020s,MERCEDES-BENZ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,3
Spokane,2020s,KIA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,3
Kittitas,2020s,PORSCHE,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC,3
Pierce,2010s,HONDA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,3
Pierce,2010s,HYUNDAI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,3
Clark,2010s,VOLKSWAGEN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA),3
Clark,2010s,MITSUBISHI,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),3
Clark,2010s,BMW,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA),3
Clark,2010s,FORD,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA),3
Clallam,2020s,MINI,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,3
Pierce,2010s,JAGUAR,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),3
Spokane,2020s,MAZDA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,3
Spokane,2020s,MINI,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,MODERN ELECTRIC WATER COMPANY,3
Cowlitz,2020s,CADILLAC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,3
Kittitas,2020s,VOLVO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC,3
Pierce,2010s,FORD,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||TOWN OF EATONVILLE - (WA)|CITY OF TACOMA - (WA),3
Spokane,2020s,MITSUBISHI,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,3
Spokane,2020s,MITSUBISHI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,3
Spokane,2020s,NISSAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||INLAND POWER & LIGHT COMPANY,3
Spokane,2020s,NISSAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,3
Spokane,2020s,POLESTAR,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,3
Klickitat,2010s,HONDA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY,3
Klickitat,2010s,KIA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY,3
Kittitas,2020s,SUBARU,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC,3
Kittitas,2020s,TOYOTA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF ELLENSBURG - (WA),3
Clark,2020s,NISSAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA),3
Clark,2020s,KIA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA),3
Clark,2020s,CHRYSLER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA),3
Clark,2020s,DODGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),3
Clark,2020s,BMW,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA),3
Thurston,2010s,JAGUAR,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC,3
Spokane,2020s,POLESTAR,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,3
Spokane,2020s,POLESTAR,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,MODERN ELECTRIC WATER COMPANY,3
Spokane,2020s,PORSCHE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,3
Spokane,2020s,RIVIAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||INLAND POWER & LIGHT COMPANY,3
Spokane,2020s,TOYOTA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,3
Klickitat,2020s,HYUNDAI,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY,3
Kittitas,2020s,VOLVO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUGET SOUND ENERGY INC,3
Stevens,2020s,FORD,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NO KNOWN ELECTRIC UTILITY SERVICE,3
Stevens,2020s,HYUNDAI,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,AVISTA CORP,3
Stevens,2020s,TESLA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,AVISTA CORP,3
Stevens,2020s,TESLA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NO KNOWN ELECTRIC UTILITY SERVICE,3
Clark,2020s,MERCEDES-BENZ,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),3
Clark,2020s,MITSUBISHI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),3
Pacific,2020s,HYUNDAI,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||PUD NO 2 OF PACIFIC COUNTY,3
Columbia,2010s,CHEVROLET,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PACIFICORP,3
Columbia,2020s,FORD,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,"BONNEVILLE POWER ADMINISTRATION||PACIFICORP||COLUMBIA RURAL ELEC ASSN, INC",3
Spokane,2020s,VOLKSWAGEN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,3
Klickitat,2020s,VOLVO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY,3
Klickitat,2020s,VOLVO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY,3
Stevens,2010s,NISSAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NO KNOWN ELECTRIC UTILITY SERVICE,3
Pend Oreille,2010s,FORD,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUD NO 1 OF PEND OREILLE COUNTY,3
Pend Oreille,2010s,NISSAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUD NO 1 OF PEND OREILLE COUNTY,3
Pend Oreille,2010s,TESLA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUD NO 1 OF PEND OREILLE COUNTY,3
Pend Oreille,2020s,CHRYSLER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PUD NO 1 OF PEND OREILLE COUNTY,3
Stevens,2020s,CHEVROLET,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,AVISTA CORP,3
Stevens,2020s,CHEVROLET,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NO KNOWN ELECTRIC UTILITY SERVICE,3
Stevens,2010s,CHEVROLET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,NO KNOWN ELECTRIC UTILITY SERVICE,3
Clark,2020s,TESLA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NON WASHINGTON STATE ELECTRIC UTILITY,3
Clark,2020s,VOLKSWAGEN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA),3
Clark,2020s,VOLVO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA),3
Yakima,2020s,MAZDA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PACIFICORP,3
Yakima,2020s,NISSAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PACIFICORP,3
Yakima,2010s,PORSCHE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PACIFICORP,3
Yakima,2010s,SMART,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PACIFICORP,3
Yakima,2020s,CHEVROLET,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN,3
Yakima,2020s,CHRYSLER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN,3
Yakima,2020s,DODGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PACIFICORP,3
Ada,2020s,TESLA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NON WASHINGTON STATE ELECTRIC UTILITY,2
Lincoln,2020s,BMW,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,2
Yakima,2010s,CHEVROLET,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN,2
Yakima,2010s,CHRYSLER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PACIFICORP,2
Yakima,2010s,HONDA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PACIFICORP,2
Yakima,2010s,KIA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PACIFICORP,2
Yakima,2010s,MERCEDES-BENZ,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PACIFICORP,2
Lincoln,2020s,TOYOTA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,2
Pierce,2020s,VOLVO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,2
Island,2020s,VOLVO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,2
Jefferson,2010s,BMW,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,2
San Juan,2010s,TOYOTA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,2
San Juan,2020s,BMW,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,2
Pierce,2020s,VOLKSWAGEN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,"BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||OHOP MUTUAL LIGHT COMPANY, INC|PENINSULA LIGHT COMPANY",2
Island,2020s,TOYOTA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC,2
Island,2020s,TOYOTA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,2
Whitman,2020s,BMW,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,2
Whitman,2020s,CHEVROLET,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,2
Pend Oreille,2020s,NISSAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUD NO 1 OF PEND OREILLE COUNTY,2
Pend Oreille,2020s,TOYOTA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PUD NO 1 OF PEND OREILLE COUNTY,2
Pierce,1990s,FORD,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,2
Pierce,2000s,TESLA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,2
Pierce,2010s,AUDI,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,"BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||OHOP MUTUAL LIGHT COMPANY, INC|PENINSULA LIGHT COMPANY",2
Klickitat,2020s,MITSUBISHI,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY,2
Clark,2020s,VOLVO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA),2
Stevens,2010s,FORD,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,NO KNOWN ELECTRIC UTILITY SERVICE,2
Stevens,2010s,KIA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,AVISTA CORP,2
Adams,2020s,JEEP,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,"BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||BIG BEND ELECTRIC COOP, INC",2
Yakima,2020s,SUBARU,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PACIFICORP,2
Alexandria,2020s,TESLA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NON WASHINGTON STATE ELECTRIC UTILITY,2
Yakima,2020s,LEXUS,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PACIFICORP,2
Yakima,2020s,LUCID,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PACIFICORP,2
Yakima,2020s,NISSAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN,2
Yakima,2020s,PORSCHE,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PACIFICORP,2
Pierce,2010s,AUDI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||CITY OF MILTON - (WA)|CITY OF TACOMA - (WA),2
Pierce,2010s,BMW,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,2
Pierce,2010s,BMW,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,"BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||OHOP MUTUAL LIGHT COMPANY, INC|PENINSULA LIGHT COMPANY",2
Stevens,2010s,BMW,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,NO KNOWN ELECTRIC UTILITY SERVICE,2
Stevens,2010s,TOYOTA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,CITY OF CHEWELAH,2
Stevens,2010s,TOYOTA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,NO KNOWN ELECTRIC UTILITY SERVICE,2
Pacific,2020s,VOLKSWAGEN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||PUD NO 2 OF PACIFIC COUNTY,2
